Tanhya,Jankiewicz,03862901482,0,1,0,0
Rudolph,Antliff,86238221719,0,0,1,0
Meier,Tapscott,61118770691,0,0,1,0
Skipp,Sumpter,73873426595,1,0,0,1
Wendall,Bawle,34647791585,1,3,0,0
Augustus,Tewnion,42132720668,0,1,0,1
Maryanna,Sadler,37210803667,1,1,1,2
Udale,Saleway,54756527106,1,1,0,1
Morley,Piatek,73469006616,0,1,1,0
Drucie,Spawton,42910223150,0,2,1,2
Rosita,Tousey,72637077797,0,1,0,2
Enrica,Gatecliffe,15759415542,1,3,0,2
Dolph,Jecks,93200037198,0,1,0,1
Maxwell,Dupey,02165225624,0,1,1,1
Robert,Vibert,35223732567,1,2,1,1
Reade,Goldney,62555200684,0,1,1,1
Alexandro,Thorold,84349729457,0,1,0,1
Nevil,Stickney,70417924254,0,0,1,0
Kristofer,Fronczak,41257989326,1,1,1,0
Justinian,Kelle,41313935646,0,1,1,2
Fredra,Castellanos,58609434846,1,0,1,2
Denyse,Gartside,90294917684,1,3,0,0
Henrieta,Doddridge,46760224501,1,2,0,0
Kendrick,Stanger,90326444163,1,1,1,0
Gale,Kleisel,73795347026,1,1,0,1
Madison,Dietzler,84916641108,1,3,1,2
Alison,Sheahan,47978979588,1,3,1,0
Reamonn,Atty,76104459305,0,3,1,2
Dewitt,Fotitt,52133268879,0,3,1,2
Ned,Jovovic,77787500222,1,1,1,1
Lolita,Haslehurst,36932777070,0,3,0,1
Jayson,Akam,02687048821,1,3,0,1
Jorge,Lettington,82566107087,0,1,1,2
Yehudit,Birkenshaw,34610708002,1,2,0,1
Edgard,Bonnell,83702405591,0,3,0,0
Fanchette,Dayes,35136009310,0,1,1,1
Kendall,Balsillie,74693593428,1,1,1,0
Fritz,Cakebread,99110713852,0,2,1,0
Meaghan,Suatt,47751608884,0,0,1,2
Burke,Loblie,30246909454,1,0,0,2
Dorry,Lissett,29340168524,1,1,1,1
Guthrie,Ravenshear,00871603064,1,3,1,1
Marleen,Pinkard,30824928933,0,2,1,1
Raleigh,Stranks,97652637612,0,1,1,1
Crissy,Wartnaby,79093541894,1,1,1,1
Cordie,Sorel,16517314958,1,3,0,0
Lonee,Babcock,68677248333,0,1,0,1
Hobard,Coule,36994930736,0,2,1,0
Tripp,Emmison,00176414258,1,0,1,2
Alfie,Tuplin,10199274379,1,1,1,1
Alisun,Wilsey,78731352153,1,0,1,2
Noach,Yashnov,62841874207,1,0,1,0
Erica,Southward,82805873999,0,2,1,1
Frederigo,Persicke,51379904427,0,0,1,1
Amie,Luke,32117271236,0,2,1,2
Gerrie,Oakhill,76295628349,1,2,1,2
Barbie,Ziemens,79543605207,1,2,0,2
Yvon,Alenov,67084425061,1,3,1,1
Ansley,Sims,37463286964,0,2,0,2
Archibaldo,Coddrington,22277247382,1,0,1,0
Oswald,McMonnies,64778116606,1,0,1,0
Phillis,Boak,39783181585,0,0,1,1
Kimbell,Bebbington,32582607793,1,2,0,1
Margarita,Bloys,77984746432,1,2,1,2
Leone,Tomicki,80934805258,0,2,0,2
Greer,Enriques,54023492845,0,3,1,1
Almeta,Raitt,90519055637,0,2,0,1
Zonnya,Puttan,13626185991,0,1,1,0
Mil,Baldini,77488387991,1,2,1,1
Lurlene,McGing,77933760814,1,3,1,0
Jermain,Dimitrov,04291487793,1,3,0,0
Albert,Ellum,94108945958,0,1,0,0
Nickie,Gorhardt,96453645355,0,0,1,1
Ferdie,Van Baaren,28422667791,0,2,1,1
Jarrad,Blesing,53370398423,0,1,1,2
Graig,Bayman,36815679652,1,3,1,2
Morgen,Cratere,71341135268,0,3,1,0
Annalise,Lazonby,72908689237,1,0,1,0
Goldy,Pinare,55913152103,0,2,0,1
L;urette,Kauscher,35196271720,1,3,0,2
Xylina,Clarabut,33172341308,0,2,1,2
Lothaire,Tague,21969123818,0,3,0,1
Layney,Foucar,20509271321,1,2,0,1
Lea,Cridlan,43677538797,1,3,1,0
Terrence,Dreakin,13893424254,1,1,1,1
Conn,Hughill,13177223152,0,3,1,2
Andrej,Sweet,84258164569,0,2,0,2
Ashien,Le Sieur,71371345965,0,2,1,0
Lindie,Bennet,29170000699,0,0,1,2
Ruby,Mackrill,53427645097,0,0,0,2
Stephi,Grzesiewicz,54291722563,1,0,0,1
Lexi,Tromans,23351725424,0,2,1,0
Trudy,Robilliard,17031556877,0,0,1,2
Pembroke,Kidston,46272950209,1,1,1,2
Price,Poag,79793883747,0,2,0,1
Rhodie,Vittle,50676479179,1,0,0,0
Cybill,Honack,85945669663,1,2,1,0
Venus,Slimmon,57377396952,0,3,1,1
Veronique,Kahen,43570263505,0,3,0,2
Gerhard,Haddington,20576616141,0,0,0,1
Jilli,Exroll,88043171400,0,1,0,2
Cristal,MacKibbon,43450883791,1,3,0,1
Brand,Lambertini,43389508452,1,1,1,2
Barry,Paddon,42616330018,1,2,0,2
Laurent,De Bellis,13948113085,0,1,0,2
Jodie,Lauret,23988644990,1,1,0,1
Giana,Winslow,13214248030,1,1,1,1
Kamila,Wickes,92937190704,0,3,0,2
Anabel,Vasyutkin,22774369186,1,1,1,0
Elnora,Mackison,71352996930,1,0,1,1
Boothe,Shipperbottom,18778073835,0,3,0,2
Olimpia,Kunz,41858722909,0,1,1,0
Olia,Cavie,27767870137,0,2,0,1
Falkner,Nangle,47779025339,1,2,1,2
Lin,Thurnham,07650116065,1,3,1,1
Billi,Couronne,75693999487,0,2,1,1
Ofella,Curuclis,32738928197,1,2,0,2
Devy,Liveing,93702675005,0,1,0,2
Dex,Heal,98070992232,0,0,0,1
Cobb,Youngs,44013613778,1,0,1,0
Pernell,Kennefick,75512642604,1,0,1,1
Vick,Rastrick,16286935474,0,2,0,0
Emerson,Ginn,01660812143,0,1,0,1
Serena,Plews,88832957163,1,1,1,1
Harrie,Harvey,86827765707,0,0,1,1
Smith,Emmines,36915686885,0,2,1,0
Aylmer,Braiden,45464851028,0,2,1,1
Rubetta,Roncelli,09954610836,1,0,1,1
Lothaire,Durbann,73984608014,1,1,1,0
Corie,Pallesen,39942096367,1,0,0,1
Nerte,Drugan,81813503999,1,1,0,2
Brenda,Johnys,46307388108,1,2,1,2
Corette,Storre,50793477953,0,0,1,1
Ulrica,Sauvan,11646597621,0,1,0,2
Mile,Onge,66893968433,0,1,1,0
Andriana,O'Connolly,42533319892,1,0,1,2
Stanwood,Rameaux,10036358375,0,1,0,1
Claire,Gerssam,06596883577,0,1,1,2
Nicki,Fayers,08509554762,0,0,0,0
Blythe,Brisland,63557418408,1,1,1,0
Flem,Paaso,46069527630,1,1,1,0
Enid,Dufton,46107751482,0,0,0,0
Saul,Purchall,60735355185,0,2,0,1
Adina,Stud,57264961958,0,0,1,0
Bengt,Wilmott,60904734682,1,3,1,1
Warden,Attac,55861255085,1,1,1,1
Ransell,Knuckles,22795370150,0,3,1,0
Warde,Pfeffer,26926727058,1,2,0,0
Nancie,Fassman,55728906161,1,3,1,1
Barn,Waddicor,34114023097,1,1,1,0
Asa,Brickham,65973586496,0,1,0,0
Engracia,Brasted,73012478621,1,0,0,2
Rania,Mohamed,13317946270,1,2,0,2
Newton,Snaith,40750307245,1,0,1,2
Elinor,Jarvis,52352824252,1,2,1,0
Mercie,Scamaden,74824433122,0,2,0,0
Georas,Ferraraccio,74906437084,1,0,0,1
Prue,Willoughley,28043587799,0,3,0,1
Van,Shipperbottom,70805768433,1,0,1,1
Charles,Garrod,21811692199,0,2,1,1
Krishna,Chalke,16678686668,0,2,0,1
Bertrando,Coltherd,71474466324,0,0,0,0
Fanechka,Drawmer,14811084500,1,1,0,0
Mariel,Deverock,42842277182,0,1,0,1
Rona,Cloke,58868846226,0,0,1,1
Lydia,Mateiko,75895242827,1,1,1,2
Anders,Sallings,48408994492,0,0,0,1
Agathe,Broggelli,23683607842,0,1,0,1
Steve,Letteresse,40541804787,1,3,0,0
Sandor,O'Hollegan,43938849991,1,3,1,2
Shannon,Kilgallen,72741377391,0,1,1,0
Maurie,Philpot,15981299684,1,2,0,1
Helena,Penk,82897698234,1,0,0,2
Beret,Forker,19953977570,0,0,1,2
Bobbye,Lerigo,50311332517,1,1,0,0
Bastian,Abrahamovitz,25325592326,0,3,1,2
Janelle,Toppin,75949781694,1,3,0,0
Doroteya,Ungerecht,02704370321,1,0,0,0
Cissiee,Frizzell,93003481576,0,2,1,2
Ansell,Westman,11149996935,1,1,0,0
Myrta,Saice,50664078196,0,3,0,1
Gillan,Stonehouse,20601556256,1,1,1,2
Persis,Maton,70521318291,1,3,1,1
Gibb,Weakley,45047759642,0,0,1,1
Reidar,Necrews,44365061512,0,0,1,0
Elbert,Fishleigh,46511339087,1,2,0,0
Emmerich,Kliemchen,42800072738,1,3,0,1
Gardiner,Morcomb,62335417621,0,0,0,2
Lina,Kender,10987264583,1,3,1,0
Tonnie,Georgeau,58844337756,1,3,1,1
Kathryne,Fant,81983468065,1,0,0,2
Orson,Bravington,13097134321,0,0,1,2
Nilson,Itzcovichch,46510600885,1,3,1,0
Martynne,Arrandale,89038230101,0,0,0,1
Bettina,Muston,55797794094,1,2,1,0
Blake,Venables,76129956080,0,1,1,0
Ardith,Crown,49176469350,0,3,0,2
Celka,Igounet,96755205539,0,0,1,1
Lemar,Kemp,45035692891,1,1,0,1
Kass,Bentjens,43781095660,1,1,1,1
Michelle,Silcock,17028695053,0,3,1,0
Uri,Pingstone,63309523096,0,0,0,2
Devondra,Cadamy,91817451883,0,3,0,2
Sibylle,Fowley,01493297305,1,2,0,2
Bree,Willans,49469318759,1,2,0,1
Cahra,Colkett,73278670898,0,1,1,0
Rozina,Temblett,79562825995,0,2,0,2
Yehudit,Sesser,90903563895,1,1,1,2
Shandeigh,Rice,89533762555,1,1,1,0
Leyla,Keward,75283450107,1,1,1,2
Austin,Bartolomeu,92427156863,1,3,1,0
Becki,Vlasov,09835221416,1,0,0,2
Boote,Ginger,83171523806,0,2,0,0
Benedetto,Pratton,30842556713,1,1,1,0
Bud,Kliemann,10521337344,1,3,0,2
Torey,Death,02605278997,1,2,1,2
Josy,Lettice,23101750768,0,1,0,1
Edin,Crocetti,39353203442,0,3,1,1
Engelbert,Gateley,24816599279,1,3,0,2
Myrta,Ramel,47893825496,1,2,1,0
Lorraine,Marshallsay,99227890588,0,1,1,2
Marleah,Vedmore,09822969818,1,0,1,0
Tris,Revey,31019314507,1,1,1,0
Wilden,Bogart,98206253351,1,3,0,0
Aron,Youd,96566168809,1,1,0,0
Devina,Bateup,73357088403,1,2,1,1
Stesha,Bransby,15376850125,0,0,0,0
Minni,Bissatt,12792009600,0,3,1,1
Nicolas,Sprigings,09014891215,0,0,1,1
Evangelia,Morrel,21122965523,0,2,0,2
Katleen,Woollhead,88822921687,1,0,1,1
Thorpe,Jelfs,89157185331,1,0,0,1
Teddie,Musker,16496044352,0,0,1,2
Tootsie,Sertin,41241279273,1,1,1,0
Idalina,Stanworth,94472590024,0,3,1,2
Ebonee,MacInherney,69001739297,1,0,1,0
Kingston,Hamal,33743119400,1,3,1,2
Tonya,Maitland,70984567299,0,3,0,2
Shela,Ajean,63325568788,1,3,1,0
Margaretta,Mariner,69996560763,1,1,1,2
Rhoda,Manwell,43484594869,0,0,1,2
Horst,Ring,97870877209,0,2,1,2
Rozalin,Moses,47394074465,1,3,1,1
Selinda,Oakshott,71170591130,0,3,1,2
Georgi,Sprason,34823625602,1,0,0,0
Erminie,Hedan,26982096343,1,0,1,2
Cassandre,Quarlis,94134805285,0,1,0,0
Audi,Ferie,12757465649,0,3,1,2
Rockey,Leather,45916340260,0,1,0,0
Keri,Pillifant,80869622834,1,1,0,0
Gerick,Miners,20908431121,0,2,1,1
Theodor,Hairon,35050787082,0,2,0,0
Wynny,Le Lievre,60157853653,1,3,0,2
Giffy,Dymond,12478017338,0,1,0,1
Barret,Callaway,75495233875,0,2,0,2
Rolf,Luciano,79921031774,1,1,0,1
Helaina,Prine,95622901471,1,0,1,2
Ellsworth,Rexworthy,52096386168,1,1,1,1
Allyn,Denyukhin,40066700014,0,1,0,2
Matty,Rainton,65971227886,0,3,0,2
Shellie,McKern,88816389274,0,1,0,1
Karylin,Leidecker,37162597708,0,0,1,2
Benedetto,Pugsley,90017763158,1,2,1,0
Margret,Gavagan,67839406596,1,3,0,1
Urson,Measom,22276383888,0,1,0,0
Nollie,Richley,13819573271,1,1,1,0
Chucho,Kleinhausen,43721900578,1,2,0,2
Glyn,Strachan,07079184214,0,1,0,1
Adriano,Keymar,81859749963,1,2,1,0
Sophie,Whitington,24548361200,1,1,1,2
Peria,Gillespey,03789227947,1,1,0,2
Ode,Lankham,31760183958,0,0,0,0
Gertrude,Carneck,76775610129,1,0,0,0
Edythe,Ancliffe,32046500351,1,0,1,1
Caye,Mullenger,75776101461,0,2,0,0
Merle,Herrero,81859664726,1,1,0,1
Vivyan,Kedslie,36469571507,0,1,1,2
Leslie,Nockolds,70641818524,1,3,0,0
Jere,Webburn,04908580225,1,2,1,1
Bee,Kunrad,38377210990,0,1,0,2
Launce,Heckner,72175345775,1,0,1,0
Winnah,O' Liddy,19131885371,0,2,1,0
Roseann,Karlmann,37359169589,0,1,0,0
Cointon,Bonhill,88467662441,1,2,0,1
Timmy,Killik,70283848138,1,3,0,0
Letta,Castleman,20944035844,0,2,1,2
Lucilia,Babin,67138002613,1,3,1,1
Chalmers,Bence,72656017581,0,3,0,1
Adan,Sander,77946141999,0,2,1,1
Waverly,Urey,85097107909,0,1,0,1
Erick,Shervil,96934191202,1,0,0,1
Duff,Antosch,67252943322,0,0,0,0
Felice,Bartolomeoni,85187243269,0,3,1,0
Garald,Davidi,05179183834,0,3,1,0
Pooh,Ling,33657253949,1,0,0,1
Deb,D'Aubney,24388691017,1,0,0,0
Jacquetta,Losano,16753287585,0,3,1,0
Corbin,Boness,92312369038,0,0,1,0
Irv,Pibworth,03738161857,1,1,1,1
Annaliese,Kermitt,78889502107,0,2,1,1
Domeniga,Hakking,40502254886,1,2,0,2
Dexter,Aspland,75322521054,1,3,1,1
Valery,Cordsen,41402386358,0,3,1,1
Nanine,Normansell,36146876974,1,3,1,2
Sloan,Bluett,17185811394,1,2,0,2
Jana,Buckthorpe,24596856226,1,0,0,1
Mike,Taplin,92465146947,0,3,1,1
Benedetto,Flinders,20522875317,0,1,0,2
Adler,Willan,54458132706,1,0,0,1
Frederica,Mousby,01126036593,0,1,1,2
Godwin,Ferencowicz,33838734074,0,2,0,0
Tallulah,D'Andrea,24066057597,1,1,0,2
Meredith,Mompesson,72592368584,0,3,0,2
Martie,Coare,00957262782,1,3,0,2
Jasun,Pringer,82170869602,1,2,0,2
Mattie,Toward,93629031716,0,1,0,2
De witt,Worsnap,12269613805,1,2,0,0
Phillis,Mahood,05905142475,0,0,1,1
Lewie,Gruby,29940240815,1,0,0,2
Leyla,Tayspell,37608432808,0,1,0,1
Tiphani,Schlagtmans,62362027935,0,1,1,1
Tarra,Twopenny,68411730785,0,0,1,1
My,Caldero,53529595013,1,0,1,1
Donnell,Straughan,87290644361,1,0,0,1
Evangelina,Swarbrigg,43247920325,0,1,0,1
Olivette,Sweetnam,89317436323,0,2,1,1
Kattie,Cosely,60842296371,0,3,1,1
Ermanno,Tinwell,53697527703,1,0,0,2
Laney,Karpinski,83148338641,0,0,0,2
Loreen,Spiby,84437268063,1,3,0,1
Kalil,Nott,46962333929,1,2,0,2
Nicky,Tottman,23082202492,0,0,0,0
Nobe,Vernham,63795633224,1,2,0,1
Janel,Antonazzi,13739975946,0,2,1,1
Ansel,Tansey,53579284590,0,3,0,2
Abba,Kiera,21529771195,0,3,0,0
Arabelle,Shillitoe,68666256641,0,1,1,2
Angelica,Akhurst,95321183935,0,1,0,0
Gina,Kleinplatz,17922292152,1,3,1,0
Kamila,Tewnion,06273481874,0,0,1,1
Paxton,Rankmore,89542155056,0,2,0,0
Leela,Callan,99336433967,0,3,0,0
Paule,Annakin,79693034999,0,1,0,1
Meris,Rickersey,43070340610,0,3,1,1
Maurise,Barson,25501010728,0,3,0,2
Odelle,Smithin,28273228089,0,2,1,2
Aldous,Cuppleditch,32483554733,1,1,1,0
Charlton,Cruxton,53648435180,0,2,0,0
Ernesto,Goodred,42501524792,1,0,1,2
Andee,Trevena,29289843495,1,1,1,1
Ellynn,Powner,17125948264,1,2,0,2
Aldwin,Gorman,03659024300,0,2,0,2
Mireielle,Barense,22432725844,0,0,0,2
Shawn,Casiroli,95290581984,0,0,1,1
Quillan,Bondesen,54626418828,0,3,1,0
Bettina,Shelley,08848528623,1,0,1,1
Candida,McMeyler,40454148626,1,1,1,1
Heloise,Hoodspeth,35833613981,1,3,0,0
Verne,Snowding,65205051353,1,2,1,1
Vassili,Garrood,94382463309,1,3,1,2
Ryann,Mosco,73036996457,1,3,1,2
Genovera,Shrimpling,52558613792,0,2,0,0
Archambault,Tod,95744112372,0,2,0,1
Joy,Kelloway,03667265537,1,3,0,2
Jaime,Mussetti,83624700643,1,1,1,0
Gordan,Haselup,73700562219,0,2,1,1
Burgess,Huntingford,27845048594,1,2,1,0
Jany,Keeting,60949333548,0,3,0,2
Rance,Pretti,73418938942,0,0,1,2
Ennis,Kerner,61596754340,1,1,0,1
Aeriela,Bhar,36621214371,1,1,0,1
Deina,Lilbourne,04670087377,0,1,0,2
Jerry,Whipple,21719476247,0,0,0,2
Alanna,Claremont,64801527306,1,1,0,0
Raimondo,Formigli,62562592437,1,2,1,1
Sofia,Brownscombe,23080587565,0,1,0,1
Elfrieda,Blankett,85940687399,0,1,1,2
Willa,O'Lennachain,37685430380,1,0,1,1
Delaney,Tassel,19429499758,0,1,0,0
Anabal,Barlow,76918727891,1,3,1,0
Laurent,Bock,47758129840,0,1,0,0
Karisa,Styles,53053864961,0,1,1,2
Dannie,Lammas,00765951523,0,2,1,2
Patric,Camis,66146000399,1,2,1,0
Kala,Philbrick,22046301433,0,3,0,0
Gerladina,Corlett,93884333974,1,3,1,0
Isaiah,Loxton,44783463395,0,1,1,1
Mignon,Navan,31101794560,1,1,0,0
Bili,Banaszkiewicz,95483433172,1,1,1,0
Malinda,Kidney,86373353502,1,0,1,2
Emmye,Hancox,13969528425,1,2,0,2
Ferris,MacRonald,21315609890,1,1,1,1
Sabrina,Kebbell,32315751188,1,2,0,1
Ferdy,Willshee,60803296614,1,3,0,1
Gil,Dyer,51358960979,0,3,1,1
Maddie,Challenger,65512699062,1,3,1,2
Loleta,Carnson,38973429243,0,1,1,1
Sonny,Hitcham,00039272001,0,1,0,0
Ian,Shemmin,22248904184,0,1,1,2
Lamont,Aylen,38487263409,1,2,1,2
Drusilla,Clendennen,71580068419,1,2,0,2
Evangelina,Falla,38993303973,0,2,0,2
Stephanus,Verbeek,93311786289,1,0,0,0
Cyrille,Feldman,39927204859,0,2,1,2
Seana,Ginman,77935317745,1,3,1,2
Franz,Giacopini,50980227811,1,3,0,2
Kalil,Ballsdon,55463066952,0,1,1,2
Bank,Scrivenor,32429171721,1,3,1,2
Yvor,Bertomier,32142109169,0,1,0,0
Bebe,Rivlin,36043759705,0,0,1,0
Daphne,Perrelli,16291900091,0,0,1,2
Orelia,Kennler,67660547560,0,0,1,1
Merrill,Drohan,05048030310,0,2,1,0
Consolata,Parlett,04544265563,0,3,1,2
Salomon,Greveson,86107080102,0,0,1,2
Hilda,MacAdam,79487564667,0,0,0,2
Valaree,Simenel,96956106263,0,3,1,0
Stephenie,Conklin,01688196400,1,1,0,2
Faith,Stainsby,30704220620,0,3,0,2
Janella,Arnson,73899604889,1,1,1,1
Lin,Paybody,57034198252,0,0,0,2
Gusti,Batty,82223085067,1,2,0,1
Anett,Shadbolt,76754899785,0,1,0,2
Etti,Ciccottio,14780458494,0,2,1,2
Gipsy,Gisbourn,18343033743,1,0,1,2
Ellyn,Driffield,23054196506,1,3,1,0
Adele,McCandie,36299191920,0,1,0,1
Claudia,Maggi,25184918282,0,0,1,2
Ashia,Bernardoux,40975466108,0,1,0,0
Susann,Jerg,53207632640,0,0,0,1
Jasper,Ramlot,77745776751,1,3,0,2
Duffie,Westbrook,84196757876,1,1,1,0
Lovell,Mixter,61534918048,0,0,0,0
Othello,Toolan,86554169847,0,3,1,2
Brok,Elford,40621287838,0,3,1,1
Rivalee,Pavel,40231828390,0,3,0,2
Peri,Hanscome,90381093830,0,3,1,1
Cherise,Corby,01477851001,1,3,1,2
Pauly,Hulance,79984742052,0,0,0,0
Morrie,Yendall,65073800638,0,2,0,0
Florie,Wondraschek,16245774836,1,3,1,2
Jens,Frost,71541828904,1,1,0,0
Justino,Tuddenham,33345198698,0,2,1,0
Laina,Fortie,74906030958,1,1,1,0
Emelita,Manuaud,84825206561,0,3,1,1
Leonardo,Samet,23178443737,1,1,0,2
Magdalene,Shedden,05708982503,0,1,1,0
Joyous,Connerly,70012012705,1,0,1,1
Latashia,Bartoleyn,60293442353,0,1,1,1
Minnaminnie,Willmer,67834756262,0,0,0,0
Franciska,Lugden,30737199589,0,1,0,2
